1	4	500
1	0	1000
1	4	500
1	0	2000
2	4	500
2	0	1000
2	4	500
2	0	2500
3	4	500
3	0	1000
3	4	500
3	0	1500
4	4	500
4	0	1000
4	4	500
4	0	2000
5	4	500
5	0	1000
5	4	500
5	0	2000
6	4	500
6	0	1000
6	4	500
6	0	2500
7	4	500
7	0	1000
7	4	500
7	0	1500
8	4	500
8	0	1000
8	4	500
8	0	2000
9	4	500
9	0	1000
9	4	500
9	0	2000
10	4	500
10	0	1000
10	4	500
10	0	2500
11	4	500
11	0	1000
11	4	500
11	0	1500
12	4	500
12	0	1000
12	4	500
12	0	2000
13	4	500
13	0	1000
13	4	500
13	0	2000
14	4	500
14	0	1000
14	4	500
14	0	2500
15	4	500
15	0	1000
15	4	500
15	0	1500
16	4	500
16	0	1000
16	4	500
16	0	2000
17	4	500
17	0	1000
17	4	500
17	0	2000
18	4	500
18	0	1000
18	4	500
18	0	2500
19	4	500
19	0	1000
19	4	500
19	0	1500
20	4	500
20	0	1000
20	4	500
20	0	2000
