0	0	3000
1	1	200
1	0	500
1	12	500
1	0	1500
1	4	100
1	0	2000
2	1	200
2	0	500
2	12	500
2	0	1500
2	8	100
2	0	2000
3	1	200
3	0	500
3	4	500
3	0	1500
3	4	100
3	0	2000
4	1	200
4	0	500
4	8	500
4	0	1500
4	8	100
4	0	2000
5	1	200
5	0	500
5	12	500
5	0	1500
5	4	100
5	0	2000
6	1	200
6	0	500
6	12	500
6	0	1500
6	8	100
6	0	2000
7	1	200
7	0	500
7	4	500
7	0	1500
7	4	100
7	0	2000
8	1	200
8	0	500
8	8	500
8	0	1500
8	0	100
8	0	2000
9	1	200
9	0	500
9	4	500
9	0	1500
9	4	100
9	0	2000
10	1	200
10	0	500
10	12	500
10	0	1500
10	4	100
10	0	2000
11	1	200
11	0	500
11	8	500
11	0	1500
11	8	100
11	0	2000
12	1	200
12	0	500
12	12	500
12	0	1500
12	8	100
12	0	2000
13	1	200
13	0	500
13	8	500
13	0	1500
13	8	100
13	0	2000
14	1	200
14	0	500
14	4	500
14	0	1500
14	4	100
14	0	2000
15	1	200
15	0	500
15	12	500
15	0	1500
15	4	100
15	0	2000
16	1	200
16	0	500
16	12	500
16	0	1500
16	8	100
16	0	2000
17	1	200
17	0	500
17	4	500
17	0	1500
17	4	100
17	0	2000
18	1	200
18	0	500
18	12	500
18	0	1500
18	4	100
18	0	2000
19	1	200
19	0	500
19	12	500
19	0	1500
19	8	100
19	0	2000
20	1	200
20	0	500
20	8	500
20	0	1500
20	8	100
20	0	2000
21	1	200
21	0	500
21	4	500
21	0	1500
21	4	100
21	0	2000
22	1	200
22	0	500
22	12	500
22	0	1500
22	8	100
22	0	2000
23	1	200
23	0	500
23	12	500
23	0	1500
23	4	100
23	0	2000
24	1	200
24	0	500
24	12	500
24	0	1500
24	0	100
24	0	2000
25	1	200
25	0	500
25	4	500
25	0	1500
25	4	100
25	0	2000
26	1	200
26	0	500
26	8	500
26	0	1500
26	8	100
26	0	2000
27	1	200
27	0	500
27	12	500
27	0	1500
27	8	100
27	0	2000
28	1	200
28	0	500
28	8	500
28	0	1500
28	8	100
28	0	2000
29	1	200
29	0	500
29	4	500
29	0	1500
29	4	100
29	0	2000
30	1	200
30	0	500
30	12	500
30	0	1500
30	4	100
30	0	2000
31	1	200
31	0	500
31	8	500
31	0	1500
31	8	100
31	0	2000
32	1	200
32	0	500
32	12	500
32	0	1500
32	8	100
32	0	2000
33	1	200
33	0	500
33	4	500
33	0	1500
33	0	100
33	0	2000
34	1	200
34	0	500
34	12	500
34	0	1500
34	4	100
34	0	2000
35	1	200
35	0	500
35	8	500
35	0	1500
35	8	100
35	0	2000
36	1	200
36	0	500
36	4	500
36	0	1500
36	4	100
36	0	2000
37	1	200
37	0	500
37	8	500
37	0	1500
37	8	100
37	0	2000
38	1	200
38	0	500
38	12	500
38	0	1500
38	8	100
38	0	2000
39	1	200
39	0	500
39	12	500
39	0	1500
39	4	100
39	0	2000
40	1	200
40	0	500
40	4	500
40	0	1500
40	4	100
40	0	2000
41	1	200
41	0	500
41	8	500
41	0	1500
41	8	100
41	0	2000
42	1	200
42	0	500
42	8	500
42	0	1500
42	0	100
42	0	2000
43	1	200
43	0	500
43	8	500
43	0	1500
43	8	100
43	0	2000
44	1	200
44	0	500
44	12	500
44	0	1500
44	4	100
44	0	2000
45	1	200
45	0	500
45	4	500
45	0	1500
45	4	100
45	0	2000
46	1	200
46	0	500
46	12	500
46	0	1500
46	8	100
46	0	2000
47	1	200
47	0	500
47	12	500
47	0	1500
47	4	100
47	0	2000
48	1	200
48	0	500
48	8	500
48	0	1500
48	8	100
48	0	2000
49	1	200
49	0	500
49	4	500
49	0	1500
49	0	100
49	0	2000
50	1	200
50	0	500
50	4	500
50	0	1500
50	4	100
50	0	2000
51	1	200
51	0	500
51	12	500
51	0	1500
51	8	100
51	0	2000
52	1	200
52	0	500
52	12	500
52	0	1500
52	4	100
52	0	2000
53	1	200
53	0	500
53	12	500
53	0	1500
53	8	100
53	0	2000
