1	8	500
1	0	1000
1	8	500
1	0	2000
2	8	500
2	0	1000
2	8	500
2	0	2500
3	8	500
3	0	1000
3	8	500
3	0	1500
4	8	500
4	0	1000
4	8	500
4	0	2000
5	8	500
5	0	1000
5	8	500
5	0	2000
6	8	500
6	0	1000
6	8	500
6	0	2500
7	8	500
7	0	1000
7	8	500
7	0	1500
8	8	500
8	0	1000
8	8	500
8	0	2000
9	8	500
9	0	1000
9	8	500
9	0	2000
10	8	500
10	0	1000
10	8	500
10	0	2500
11	8	500
11	0	1000
11	8	500
11	0	1500
12	8	500
12	0	1000
12	8	500
12	0	2000
13	8	500
13	0	1000
13	8	500
13	0	2000
14	8	500
14	0	1000
14	8	500
14	0	2500
15	8	500
15	0	1000
15	8	500
15	0	1500
16	8	500
16	0	1000
16	8	500
16	0	2000
17	8	500
17	0	1000
17	8	500
17	0	2000
18	8	500
18	0	1000
18	8	500
18	0	2500
19	8	500
19	0	1000
19	8	500
19	0	1500
20	8	500
20	0	1000
20	8	500
20	0	2000
