0	0	3000
1	1	500
1	12	500
1	0	1000
1	8	100
1	0	3000
2	1	500
2	12	500
2	0	1000
2	4	100
2	0	3000
3	1	500
3	8	500
3	0	1000
3	8	100
3	0	3000
4	1	500
4	12	500
4	0	1000
4	8	100
4	0	3000
5	1	500
5	4	500
5	0	1000
5	4	100
5	0	3000
6	1	500
6	8	500
6	0	1000
6	8	100
6	0	3000
7	1	500
7	4	500
7	0	1000
7	4	100
7	0	3000
8	1	500
8	12	500
8	0	1000
8	4	100
8	0	3000
9	1	500
9	8	500
9	0	1000
9	8	100
9	0	3000
10	1	500
10	12	500
10	0	1000
10	4	100
10	0	3000
11	1	500
11	4	500
11	0	1000
11	4	100
11	0	3000
12	1	500
12	12	500
12	0	1000
12	8	100
12	0	3000
1	1	500
1	12	500
1	0	1000
1	8	100
1	0	3000
2	1	500
2	12	500
2	0	1000
2	4	100
2	0	3000
3	1	500
3	8	500
3	0	1000
3	8	100
3	0	3000
4	1	500
4	12	500
4	0	1000
4	8	100
4	0	3000
5	1	500
5	4	500
5	0	1000
5	4	100
5	0	3000
6	1	500
6	8	500
6	0	1000
6	8	100
6	0	3000
7	1	500
7	4	500
7	0	1000
7	4	100
7	0	3000
8	1	500
8	12	500
8	0	1000
8	4	100
8	0	3000
9	1	500
9	8	500
9	0	1000
9	8	100
9	0	3000
10	1	500
10	12	500
10	0	1000
10	4	100
10	0	3000
11	1	500
11	4	500
11	0	1000
11	4	100
11	0	3000
12	1	500
12	12	500
12	0	1000
12	8	100
12	0	3000
1	1	500
1	12	500
1	0	1000
1	8	100
1	0	3000
2	1	500
2	12	500
2	0	1000
2	4	100
2	0	3000
3	1	500
3	8	500
3	0	1000
3	8	100
3	0	3000
4	1	500
4	12	500
4	0	1000
4	8	100
4	0	3000
5	1	500
5	4	500
5	0	1000
5	4	100
5	0	3000
6	1	500
6	8	500
6	0	1000
6	8	100
6	0	3000
7	1	500
7	4	500
7	0	1000
7	4	100
7	0	3000
8	1	500
8	12	500
8	0	1000
8	4	100
8	0	3000
9	1	500
9	8	500
9	0	1000
9	8	100
9	0	3000
10	1	500
10	12	500
10	0	1000
10	4	100
10	0	3000
11	1	500
11	4	500
11	0	1000
11	4	100
11	0	3000
12	1	500
12	12	500
12	0	1000
12	8	100
12	0	3000
1	1	500
1	12	500
1	0	1000
1	8	100
1	0	3000
2	1	500
2	12	500
2	0	1000
2	4	100
2	0	3000
3	1	500
3	8	500
3	0	1000
3	8	100
3	0	3000
4	1	500
4	12	500
4	0	1000
4	8	100
4	0	3000
5	1	500
5	4	500
5	0	1000
5	4	100
5	0	3000
6	1	500
6	8	500
6	0	1000
6	8	100
6	0	3000
7	1	500
7	4	500
7	0	1000
7	4	100
7	0	3000
8	1	500
8	12	500
8	0	1000
8	4	100
8	0	3000
9	1	500
9	8	500
9	0	1000
9	8	100
9	0	3000
10	1	500
10	12	500
10	0	1000
10	4	100
10	0	3000
11	1	500
11	4	500
11	0	1000
11	4	100
11	0	3000
12	1	500
12	12	500
12	0	1000
12	8	100
12	0	3000
