1	1	2000
1	12	500
1	0	1000
1	8	500
1	1	2000
2	12	500
2	0	1000
2	8	500
2	1	2500
3	12	500
3	0	1000
3	4	500
3	1	1500
4	12	500
4	0	1000
4	8	500
4	1	2000
5	12	500
5	0	1000
5	4	500
5	1	2000
6	12	500
6	0	1000
6	4	500
6	1	2500
7	12	500
7	0	1000
7	8	500
7	1	1500
8	12	500
8	0	1000
8	4	500
8	1	2000
9	12	500
9	0	1000
9	8	500
9	1	2000
10	12	500
10	0	1000
10	4	500
10	1	2500
11	12	500
11	0	1000
11	4	500
11	1	1500
12	12	500
12	0	1000
12	8	500
12	1	2000
13	12	500
13	0	1000
13	8	500
13	1	2000
14	12	500
14	0	1000
14	4	500
14	1	2500
15	12	500
15	0	1000
15	8	500
15	1	1500
16	12	500
16	0	1000
16	8	500
16	1	2000
17	12	500
17	0	1000
17	8	500
17	1	2000
18	12	500
18	0	1000
18	4	500
18	1	2500
19	12	500
19	0	1000
19	4	500
19	1	1500
20	12	500
20	0	1000
20	4	500
20	1	2000
